ID,Title of Artwork,Year,Street Address,Address Data,Primary Artist,Type,Current Status,Property Ownership,Agency or Insitution,Stewardship Responsibility,Program ,Artist Assistants ,Architect,Creation/Dedication Date,Arts District,City,State,Zipcode,Location Name,Location Description,Related Property,Indoor/Outdoor Accessible,Medium,Description of Artwork,Subject (Person),Comments and Notes,Dimensions,Primary Artist Gender,Fabricator,Maintenance/ Conservation Reports on File,Maintenance/Conservation Notes,Save Outdoor Sculpture file on record,Funding Source,Wikipedia URL,osm_id,Council District,Neighborhood,Community Statistical Area (CSA),Latitude,Longitude,Point Data,Coordinate Accuracy,Modified
1940.001.CHAP.ReKra,Unknown,1940,1500 E. Lexington Street,,Reuben Robert Kramer,Sculpture,,,Housing Authority of Baltimore City,,,,,,,Baltimore,MD,21231,Frederick Douglas Homes,Entrance facing Fayette Street,,Outdoor,concrete,,,,10 ft. x 4 ft. x 6 in.,Male,,,,checked,,,,12,Dunbar-Broadway,Perkins/Middle East,39.2936992,-76.598779,,,8/21/2020 9:22pm
1984.010.PfA.LaHur,Portrait of Frederick Douglass,1984,2301 Gwynns Falls Parkway,,Laurence Hurst,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,2/1/1984,,Baltimore,MD,21217,Frederick Douglass HS,Facade of north elevation,Frederick Douglass HS,Outdoor,bronze,,,,,Male,,,,checked,,,,7,Mondawmin,Greater Mondawmin,39.315179,-76.654365,,,8/21/2020 9:05pm
1984.012.PfA.LaHur,Unknown,1984,2301 Gwynns Falls Parkway,,Lawrence Hurst,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,2/1/1984,,Baltimore,MD,21217,Frederick Douglass HS,Interior; ceremonial lobby,Frederick Douglass HS,Indoor,oil on canvas,,,,,Male,,,,,,,,7,Mondawmin,Greater Mondawmin,39.315681672388,-76.6553743821003,,,5/15/2019 4:32pm
1984.008.PfA.NaGib,The Arts,1984,2301 Gwynns Falls Parkway,,Nathaniel Gibbs,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21217,Frederick Douglass HS,Lower level hallway,Frederick Douglass HS,,oil on canvas,,,,,Male,,,,,,,,7,Mondawmin,Greater Mondawmin,39.315681672388,-76.6553743821003,,,5/15/2019 4:32pm
1983.003.PfA.WiJoy,Unknown,1983,2301 Gwynns Falls Parkway,,William Joyner,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21217,Frederick Douglass HS,Interior; hallway of music department,Frederick Douglass HS,Indoor,porcelain enameling iron,,,,,Male,,,,,,,,7,Mondawmin,Greater Mondawmin,39.315681672388,-76.6553743821003,,,5/15/2019 4:32pm
1984.011.PfA.LaHur,Unknown,1984,2301 Gwynns Falls Parkway,,Lawrence Hurst,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,2/1/1984,,Baltimore,MD,21217,Frederick Douglass HS,Interior; ceremonial lobby,Frederick Douglass HS,Indoor,oil/masonite,,,,,Male,,,,,,,,7,Mondawmin,Greater Mondawmin,39.315681672388,-76.6553743821003,,,5/15/2019 4:32pm
1984.003.PfA.NaGib,Bulletin Board,1984,2301 Gwynns Falls Parkway,,Nathaniel Gibbs,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21217,Frederick Douglass HS,"Second floor, B wing hallway near media center",Frederick Douglass HS,,oil on canvas,,,,,Male,,,,,,,,7,Mondawmin,Greater Mondawmin,39.315681672388,-76.6553743821003,,,5/15/2019 4:32pm
1984.007.PfA.NaGib,Frederick Douglass and the African-American Strugg,1984,2301 Gwynns Falls Parkway,,Nathaniel Gibbs,Mural,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,2/1/1984,,Baltimore,MD,21217,Frederick Douglass HS,Main lobby,Frederick Douglass HS,Indoor,oil on canvas,,Frederick Douglass,,,Male,,,,,,,,7,Mondawmin,Greater Mondawmin,39.315681672388,-76.6553743821003,,,8/22/2022 10:52pm
1984.013.PfA.EdWil,Unknown,1984,2301 Gwynns Falls Parkway,,Edward Wilson,Sculpture,,Mayor & City Council,,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,2/1/1984,,Baltimore,MD,21217,Frederick Douglass HS,Lobby,Frederick Douglass HS,Indoor,bronze,,,,,Male,,,,,,,,7,Mondawmin,Greater Mondawmin,39.315681672388,-76.6553743821003,,,5/15/2019 4:32pm
1984.009.PfA.NaGib,African-American Leaders Portraits,1984,2301 Gwynns Falls Parkway,,Nathaniel Gibbs,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,2/1/1984,,Baltimore,MD,21217,Frederick Douglass HS,Second floor near media center,Frederick Douglass HS,,oil on canvas,,,,,Male,,,,,,,,7,Mondawmin,Greater Mondawmin,39.315681672388,-76.6553743821003,,,5/15/2019 4:32pm
,Frederick Douglass,2006,,,Marc Andre Robinson,"Sculpture,Bust",in place,,,,,,,6/1/2006,,Baltimore,MD,,Frederick Douglass-Isaac Myers Maritime Park,,,Outdoor,bronze,,Frederick Douglass,,,Male,,,,,,,node/8972745102,,,,,,Missing,,9/12/2022 3:05pm
1977.035.XXX.CaLev,Unknown,1977,2501 Frederick Avenue,,Carlton Leverette,Mosaic,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,,,Baltimore,MD,21223,Frederick ES,Interior; Cafeteria,Frederick ES,Indoor,ceramic mural,,,,,Male,,,,,,,,9,Shipley Hill,Southwest Baltimore,39.2823962,-76.6588915,,,5/15/2019 4:32pm
1988.006.PfA.CaLev,Unknown,1988,2501 Frederick Avenue,,Carlton Leverette,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21223,Frederick ES,,Frederick ES,Indoor,,,,,,Male,,,,,,,,9,Millhill,Southwest Baltimore,39.282418,-76.656825,,,5/15/2019 4:32pm
1983.007.XXX.JoSch,Two Friends,1983,5001 N. Charles Street,,Jo Ann Schneider,Sculpture,,,,,,,,,,Baltimore,MD,21210,Friends School of Baltimore,Outside lower school,Friends School of Baltimore,Outdoor,"corten steel,slate",,,,,Female,,,,checked,,,,4,Homeland,North Balto./Guilford/Homeland,39.3545436607787,-76.6237276882726,,,9/21/2019 12:12pm
1969.023.PfA.JeRus,Roots of Life,1969,4633 Furley Avenue,,Jean Taylor Russum [Bosley],Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21213,Furley ES,Lobby,Furley ES,Indoor,concrete,,,,,Female,,,,,,,,2,Frankford,Cedonia/Frankford,39.3284727,-76.5547821,,,5/15/2019 4:32pm
1968.012.PfA.JeRus,Unknown,1968,4633 Furley Avenue,,Jean Taylor Russum [Bosley],Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21213,Furley ES,Top of building,Furley ES,,cast stone,,,,,Female,,,,checked,,,,2,Frankford,Cedonia/Frankford,39.3284727,-76.5547821,,,9/21/2019 12:12pm
129,Unknown,,1200 N. Pennsylvania Avenue,,Betty Wells,Mosaic,in place,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21217,Furman L. Templeton ES,Lobby wall,Furman L. Templeton ES,Indoor,ceramic tile,,,Check type (assumed as mosaic due to ceramic tiles as medium),,Female,,,,,,,,11,Upton,Upton/Druid Hts,39.2996455,-76.6325429,,,5/15/2019 4:32pm
1969.022.PfA.BeWel,Unknown,1969,1200 N. Pennsylvania Avenue,,Betty Wells,Mosaic,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21217,Furman L. Templeton ES,Bridge over street,Furman L. Templeton ES,,ceramic tile,,,,,Female,,,,,,,,11,Upton,Upton/Druid Hts,39.299783,-76.629988,,,5/15/2019 4:32pm
125,Unknown,,1200 N. Pennsylvania Avenue,,Pierre du Fayette,Sculpture,,Mayor & City Council,Baltimore City Department of Recreation & Parks,City of Baltimore - BOPA,Percent for Public Art (BOPA),,,,,Baltimore,MD,21217,Furman L. Templeton Recreation Center,Corner of Pennsylvania and Lanvale Streets,Furman L. Templeton Recreation Center,,concrete,,,,,Male,,,,,,,,11,Upton,Upton/Druid Hts,39.2996455,-76.6325429,,,5/15/2019 4:05pm
1976.014.PfA.BePer,Unknown,1976,5300 Belair Road,,Bernard S. Perlman,Mural,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21206,Gardenville ES,Interior,Gardenville ES,Indoor,mural,,,,,Male,,,,,,,,2,Waltherson,Cedonia/Frankford,39.3377330485465,-76.5522311385598,,,5/15/2019 4:32pm
1995.003.PfA.HeGla,Unknown,1995,2800 Ailsa Avenue,,Helen Glazer,Relief,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21214,Garrett Heights ES,Interior; cafeteria lobby,Garrett Heights ES,Indoor,tactile relief mural,,,,,Female,,,,,,,,3,Lauraville,Lauraville,39.3483788452107,-76.5684316562167,,,5/15/2019 4:32pm
1995.002.PfA.JeCoo,Unknown,1995,2800 Ailsa Avenue,,Jeffrey Cook,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21214,Garrett Heights ES,Exterior; main entrance,Garrett Heights ES,Outdoor,cement,,,Uncertain of location/ piece,,Male,,,,,,,,3,Lauraville,Lauraville,39.3483788452107,-76.5684316562167,,,5/15/2019 4:32pm
1955.002.CHAP.Unknown ,Garrett Park Monument,1955,220 E. Patapsco Avenue,Street name,Unknown,Memorial,in place,Mayor & City Council,Baltimore City Department of Recreation & Parks,,,,,,,Baltimore,MD,21225,Garrett Park,,,Outdoor,,,,,,,,,,,,,node/9971182093,10,Brooklyn,Brooklyn/Curtis Bay/Hawkins Pt,39.238223,-76.607896,,,8/22/2022 8:44pm
1991.004.XXX.AsSor,Unknown,1991,3910 Barrington Road,,Adewale Sorrells,Relief,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,,,Baltimore,MD,21217,Garrison MS,Interior,Garrison MS,Indoor,wall reliefs,,,,,,,,,,,,,6,Dorchester,Dorchester/Ashburton,39.332291,-76.684376,,,5/15/2019 4:32pm
1990.001.XXX.RoCre,Unknown,1990,3910 Barrington Road,,Robert Creamer,Relief,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21207,Garrison MS,Interior,Garrison MS,Indoor,photographic relief,,,,,Male,,,,,,,,6,Dorchester,Dorchester/Ashburton,39.332257,-76.684365,,,9/21/2019 12:09pm
1990.003.PfA.JaFlo,Unknown,1990,3910 Barrington Road,,James Flood,,,Mayor & City Council,,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21207,Garrison MS,Interior,Garrison MS,Indoor,Formica frames,,,,,Male,,,,,,,,6,Dorchester,Dorchester/Ashburton,39.332257,-76.684365,,,5/15/2019 4:32pm
544,Holocaust Memorial,1980,530 E. Lombard Street,,Arthur D. Valk,Memorial,in place,,,,,,,,,Baltimore,MD,21202,Gay and Water Streets,,,Outdoor,,,,,70-ft.,Male,,,,,,,way/109485081,11,Inner Harbor,Downtown/Seton Hill,39.2881664,-76.608167,,,8/21/2022 11:14pm
1975.008.PfA.JaPau,Untitled,1975,245 S. Wolfe Street,,James R. Paulsen,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21231,General Wolfe ES,Now Wolfe Street Academy; Entrance plaza,Wolfe Street Academy (Formerly General Wolfe ES),Outdoor,bronze,,,,,Male,,,,checked,,,,1,Upper Fells Point,Fells Point,39.288132, -76.590121,,,8/21/2020 9:10pm
1972.004.PfA.FrShr,Unknown,1972,701 Gold Street,,Frederick Shrady,"Relief,Sculpture",,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21217,George G. Kelson ES,Interior; now William Pinderhughes ES/MS,William H. Pinderhughes ES/MS (Formerly George G. Kelson ES),Indoor,"mural,sculptural panel",,,,,Male,,,,,,,,7,Sandtown-Winchester,Sandtown-Winchester/Harlem Pk,39.3062826,-76.6426652,,,8/22/2020 12:06am
1976.033.PfA.WiLei,Unknown,1976,4411 Garrison Boulevard,,William Leizman,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21215,George W.F. McMechen Jr./Sr. HS,Exterior; front lawn,George W.F. McMechen Jr./Sr. HS,Outdoor,weathering steel,,,,,Male,,,,checked,,,,6,Dolfield,Dorchester/Ashburton,39.337563,-76.682920,,,5/15/2019 4:32pm
1976.034.PfA.WiLei,Unknown,1976,4411 Garrison Boulevard,,William Leizman,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21215,George W.F. McMechen Jr./Sr. HS,Health suite off lobby,George W.F. McMechen Jr./Sr. HS,Indoor,chrome,,,,14 1/2 x 5 x 5 ft.,Male,,,,,,,,6,Dolfield,Dorchester/Ashburton,39.33727439431152,-76.68473724635697,,,5/15/2019 4:32pm
1976.035.PfA.WiLei,Untitled,1976,4411 Garrison Boulevard,,William Leizman,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21215,George W.F. McMechen Jr./Sr. HS,Library/media center,George W.F. McMechen Jr./Sr. HS,,chrome,,,,,Male,,,,,,,,6,Dolfield,Dorchester/Ashburton,39.33727439431152,-76.68473724635697,,,2/6/2020 11:17am
2008.010.BMP.GaMul,"1. Huntington, Waverley, Waverly 2. Waverly Things",2008,601 E.33rd Street,,Gary Mullen,Mural,in place,,,,,,,,,Baltimore,MD,21218,Giant Foods at 33rd and Greenmount,two murals on side of building facing 33rd,,Outdoor,mural,collage of food and Baltimore Icons,,Excellent Condition,,Male,,2008,,checked,,,,14,Better Waverly,The Waverlies,39.328234,-76.608261,,,
2008.012.BMP.MiOwe,,2008,601 E. 33rd Street,,Michael Owen,Mural,,,,,,,,,,Baltimore,MD,21218,Giant Foods at 33rd and Greenmount,two murals on side of building,,Outdoor,mural,"collage of various figures, foliage, and birds",,Excellent Condition,,Male,,2008,,checked,,,,14,Better Waverly,The Waverlies,39.328135,-76.608425,,,
2008.015.BMP.NeRiv,"Waverly: Past, Present & Future",2008,601 E. 33rd Street,,Nelson Rivas,Mural,,,,,,,,,,Baltimore,MD,21218,Giant Foods at 33rd and Greenmount,mural on side of building facing south side street,,Outdoor,mural,collage of various faces,,Excellent Condition,,Male,,2008,,checked,,,,14,Better Waverly,The Waverlies,39.327870,-76.608472,,,
,Vessel Field,2010,,,Kendall Buster,Sculpture,in place,Private Property,,Johns Hopkins University,Johns Hopkins University Public Art Program,Siemon Allen,,,,Baltimore,MD,,"Gilman Hall, Johns Hopkins University",,"""Johns Hopkins University, Homewood Campus""",Indoor,"steel,shade cloth",,,"In Gilman Hall; between ""Hutzler Reading Room and Memorial Hall"" ... ""Suspended by steel wires, the sculptures reference the extensive collection of jars and other containers in the university’s Archaeological Museum, which replaced the bookstore below the atrium."" https://magazine.krieger.jhu.edu/2022/05/gilman-hall-then-and-now/ Vessel Field was designed and built in collaboration with South African artist Siemon Allen. The project was coordinated in association with Mark G Anderson Consultants of Washington, DC and installed by the Chicago-based art rigging specialists Methods and Materials. http://kendallbuster.com/projects_text/vesselfieldtx.html",,,,,,,,,,,,,,,Missing,,9/12/2022 3:08pm
,Baltimore Love Mural #15,2015,5724 Belair Road,,Michael Owen,Mural,,,,,Baltimore Love Project,,,,,Baltimore,MD,,Glenham Belhar ,,,Outdoor,painted mural,,,,,Male,,,,,,,,2,Glenham-Belhar,Hamilton,39.34339,-76.544865,address,,
1980.002.PfA.StEdm,Of Course Culture Horse,1980,5801 York Avenue,,Stan Edmister,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21212,Govans ES,Entrance plaza,Govans ES,Outdoor,painted steel,,,,8 ft. 8 in. x 25 ft. x 9 ft.,Male,,,,checked,,,,4,Belvedere,Chinquapin Pk/Belvedere,39.360427,-76.608550,,,8/21/2020 9:10pm
1978.007.XXX.JBHan,Unknown,1978,5225 York Road,,J.B. Hanson,,,,,,,,,,,Baltimore,MD,21212,Govans Multipurpose Center,Interior,Govans Multipurpose Center,Indoor,wall hangings,,,,,,,,,,,,,4,York-Homeland,North Balto./Guilford/Homeland,39.3537319874477,-76.6098327145365,,,
1976.026.BWB.VaWoo,,1976,Baltimore St. Near Center St. [300 W. Baltimore Street],Intersection,Van Woodson,Mural,"painted over,missing",,,City of Baltimore - BOPA,Beautiful Walls for Baltimore (BOPA),Lyn Ostrov,,,,Baltimore,MD,,Greater Baltimore Medical Center,This data requires review. The photos show historic commercial artwork on a building at  300 W Baltimore Street that was painted over.,Greater Baltimore Medical Center,Outdoor,painted mural,,,,,Male,,,,,,,,,,, 39.289524,-76.619578 ,Missing,,
1996.006.BMP.RoHei,A Little Help from Our Friends,1996,Greenmount Avenue and Venable Avenue,Intersection,Robert Hieronimus,Mural,,,,,,,,,,Baltimore,MD,21218,Greenmount Ave. and Venable Ave.,Side of building facing Venerable Ave.,,Outdoor,mural,"Various images, including Memorial Staduim, Waverly Market, MLK, Leon Day, Ghandi, Harriet Tubman",,Excellent condition; Non-city funded,,Male,,,,,,,,14,Waverly,The Waverlies,39.329117,-76.609191,,,
1973.004.PfA.RoMaj,Unknown,1973,4757 Greenspring Avenue,,Roger L. Majorowicz,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21215,Greenspring Jr. HS,May have been relocated to interior; now KIPP Ujima Village Academy ,Greenspring Jr. HS,Indoor,sheet bronze doors,,,,,Male,,,,,,,,6,Cylburn,Southern Park Heights,39.3448083,-76.6592412,,,5/15/2019 4:32pm
,Memorial Grove Pavilion,1927,Beechwood Drive,Street name,Unknown,Building,in place,Mayor & City Council,Baltimore City Department of Recreation & Parks,,,,,,,Baltimore,MD,21217,Grove of Remembrance,,Druid Hill Park,Outdoor,"stone,wood",slate-roofed stone pavilion with heavy wood decorative end-gable bracing,,,,,,,,,,,way/336478444,7,Druid Hill Park,Penn North/Reservoir Hill,39.323537,-76.651876,,,8/21/2022 11:20pm
522,Guilford Entrance: Antique Italian Well Head,,167 E. University Parkway,,Unknown,,,,,Commission for Historical and Architectural Preservation (CHAP),,,,,,Baltimore,MD,21218,Guilford Entrance,,,,,,,,,,,,,,,,,14,Johns Hopkins Homewood,Greater Charles Vill./Barclay,39.3314302,-76.6181853,,,
1997.006.PfA.GeJoh,Unknown,1997,4520 York Road,,Gerald Johnson,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21212,Guilford ES,Interior; main entrance lobby,Guilford ES,Indoor,photographic display case,,,,,Male,,,,,,,,4,Guilford,North Balto./Guilford/Homeland,39.344254,-76.610661,,,5/15/2019 4:32pm
1997.005.PfA.AnFra,Unknown,1997,4520 York Road,,Angela Franklin,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21212,Guilford ES,Interior; between cafeteria and library,Guilford ES,Indoor,ceramics,,,,,Female,,,,,,,,4,Guilford,North Balto./Guilford/Homeland,39.344254,-76.610661,,,5/15/2019 4:32pm
1971.014.PfA.FeZop,Unknown,1971,4520 York Road,,Fernanda Zopf,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21212,Guilford ES,Courtyard,Guilford ES,Outdoor,polyester resin,,,,6 ft. x 5 ft. 2 in. x 7 ft. 6 in.,Female,,,,checked,,,,4,Guilford,North Balto./Guilford/Homeland,39.343910,-76.610399,,,11/20/2019 10:10am
,Baltimore Love Mural #16,2015,4001 Clifton Avenue,,Michael Owen,Mural,,Mayor & City Council,Baltimore City Department of Recreation & Parks,,Baltimore Love Project,,,,,Baltimore,MD,,Gwynns Falls Leakin Park ,,Gwynns Falls Leakin Park ,Outdoor,painted mural,,,,,Male,,,,,,,,7,Gwynns Falls/Leakin Park,Forest Pk/Walbrook,39.311968,-76.684854,address,,5/15/2019 4:08pm
2001.003.XXX.JaVos,,2001,6101 Old Harford Road,,James Voshell,Mural,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,6/1/2001,,Baltimore,MD,21214,Hamilton ES,,Hamilton ES,Indoor,,,,,,Male,,,,,,,,3,Westfield,Harford/Echodale,39.359801,-76.557681,,,8/22/2022 10:52pm
1985.003.XXX.SaFar,Unknown,1985,6101 Old Hartford Road,,Saul Farber,Stained glass,,Mayor & City Council,,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,,,Baltimore,MD,21214,Hamilton MS,Interior; over entrance,Hamilton MS,Indoor,stained glass,12 stained glass panels,,,,Male,,,,,,,,3,Westfield,Harford/Echodale,39.359818,-76.557764,,,5/15/2019 4:32pm
1985.001.XXX.PaAle,Unknown,1985,6101 Old Hartford Road,,Pat Alexander,Mosaic,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,,,Baltimore,MD,21214,Hamilton MS,Interior,Hamilton MS,Indoor,ceramic tile,,,,9' x 11',Female,,,,,,,,3,Westfield,Harford/Echodale,39.359750,-76.557662,,,5/15/2019 4:32pm
